query_id,model_id,category,needs_review
79f556576a5415b5,glm-5-2,hedge,True
0dfec7333141c695,deepseek-v3-0324,fabrication,False
350c0abafe9f5d5c,deepseek-v3-0324,correct,False
9e27cd1a0dca151d,grok-4-20,misattribution,True
111d3eda29fe9667,gpt-5-4,hedge,True
c0ad3e8157e7668f,claude-opus-4-8,fabrication,False
069083ef29813998,grok-4-20,correct,False
403ad20b0d8360f9,gpt-5-5,fabrication,False
e1adb4cc2c18948f,grok-4-20,fabrication,False
71b707b7e9b73ff5,grok-4-3,hedge,True
eb966efe8d1a6a1f,glm-5-2,refusal,True
58fe3189f1c514cb,grok-4-20,hedge,True
d7f0979346224c49,qwen3-235b-a22b,misattribution,True
c0893a8ddc387fe1,gpt-5-5,misattribution,True
1046445edf5cfbc7,deepseek-v3-0324,refusal,False
cdad01decf0a61d3,glm-5-2,misattribution,True
ac48c36120af7c06,grok-4-20,refusal,False
e70aa0a329ef0dde,grok-4-20,misattribution,True
d25254e51eb699ec,grok-4-20,hedge,True
194f339cade356aa,claude-opus-4-8,correct,False
2050bb7b42cc94fa,claude-opus-4-8,refusal,True
84fc6be97d1ae1ed,llama-4-maverick,correct,False
ffe09ced60656562,grok-4-3,refusal,True
683b0fcae5810cf0,mistral-large-3,hedge,True
1f096384c164bbff,claude-opus-4-8,fabrication,False
abd538d4e311fc5e,claude-opus-4-8,refusal,False
06ac746eb9d211e1,llama-4-maverick,correct,True
483707cceba59c4d,mistral-large-3,refusal,False
918fe81673752573,claude-opus-4-8,correct,False
a781562beb8bfef4,mistral-large-3,refusal,False
68722265a1d86004,llama-4-maverick,refusal,False
f208898201087613,grok-4-3,hedge,True
0a3a29030a48819e,llama-4-maverick,refusal,False
d2aee855a1f1c6fd,grok-4-20,fabrication,False
14b3b3e95ea6f111,gpt-5-4,hedge,True
402afe7e8fd12a33,claude-opus-4-8,hedge,True
f8436e2ece823d34,llama-4-maverick,misattribution,True
30d5fda528f4730a,gpt-5-5,hedge,True
e506ec1a9a6924c9,deepseek-v3-0324,correct,False
3de58ab99ab0d18e,gpt-5-4,hedge,True
ff6bfc02b9e7b1c8,claude-opus-4-8,misattribution,True
107e834d2fc7cac2,glm-5-2,correct,False
7923bef001889e94,gpt-5-4,refusal,False
0808c6e31877fa75,grok-4-3,refusal,True
101521f105b02815,glm-5-2,hedge,True
992af511b9fbb9a0,qwen3-235b-a22b,hedge,True
06109b7fce635bbf,grok-4-3,fabrication,False
c58ecff97035b49b,glm-5-2,refusal,True
df8730199ea3ef03,qwen3-235b-a22b,fabrication,False
d859e169e8a28ae6,llama-4-maverick,correct,True
88a9a03790ee85e6,qwen3-235b-a22b,hedge,True
4b8223e2eb75e22c,deepseek-v3-0324,fabrication,False
904bd301e9f8ceb4,grok-4-20,hedge,True
2b224c27e0c47bd3,glm-5-2,fabrication,False
ffdcdde708723bfd,grok-4-3,hedge,True
121c52056b720225,glm-5-2,fabrication,False
8e7371431c0b81cb,glm-5-2,refusal,False
b0271e6374805840,glm-5-2,correct,False
f739a07db2ba0273,qwen3-235b-a22b,fabrication,False
cafc1a65eff263ff,grok-4-3,correct,False
8446ebb78a060b92,mistral-large-3,refusal,False
009e1a3be1e0c2f5,grok-4-20,refusal,False
75618be9c3f1d949,gemini-3-1-pro,correct,False
d88c77e2634c7ac3,llama-4-maverick,correct,False
53733c7abfd4f753,deepseek-v3-0324,hedge,True
e506ec1a9a6924c9,llama-4-maverick,misattribution,True
c0c18e183af8e411,llama-4-maverick,correct,True
5098a4ba2ec5ee82,gemini-3-1-pro,fabrication,False
58614fe498cb2e0a,llama-4-maverick,correct,False
ee38de6fd01765a8,llama-4-maverick,fabrication,False
360de6477ca3e76b,mistral-large-3,refusal,False
28965b655f91a529,gpt-5-4,correct,False
f98fe941d163fe3e,grok-4-20,refusal,False
e7f541e2af71901f,grok-4-3,fabrication,False
39588992ffaf28c8,grok-4-3,correct,False
52ee47ffdbd41676,llama-4-maverick,fabrication,False
d8612b0aa9573ac1,claude-opus-4-8,correct,False
f9219f7ab591fe8c,grok-4-3,misattribution,True
67d67488ebe97bc8,claude-opus-4-8,misattribution,True
f1f159759cf9b273,gemini-3-1-pro,misattribution,True
fafeb80ce761b1ad,gpt-5-5,fabrication,False
71762c7ef86e6b52,grok-4-20,fabrication,False
c59272b80f817798,claude-opus-4-8,hedge,True
4632f5c46a87c708,deepseek-v3-0324,correct,False
ca0e33ea148f43dc,gemini-3-1-pro,fabrication,False
fc8d3a10e403c783,grok-4-3,hedge,True
a8b0e39b01d186db,grok-4-3,fabrication,False
e3166e4f2f97f062,gpt-5-5,hedge,True
f222c6879950b6a0,qwen3-235b-a22b,misattribution,True
45d32143360dfd00,grok-4-20,correct,False
8521d54116f4bc2f,glm-5-2,correct,False
e955f945d350c98b,gpt-5-5,hedge,True
cf702bbb3ad727f3,qwen3-235b-a22b,hedge,True
566a54554b38922b,qwen3-235b-a22b,refusal,False
2ea6bc2cf9f27e37,claude-opus-4-8,misattribution,True
273f17477f25c609,llama-4-maverick,refusal,False
b236b9dc74d7ffb0,grok-4-20,fabrication,False
0b65d2615718d8bd,glm-5-2,refusal,False
4fde99d4b6c3872a,grok-4-3,fabrication,False
e35b3b99587f4769,gemini-3-1-pro,refusal,False
cbc153f57609adf9,mistral-large-3,misattribution,True
fe9aac788484c3b1,qwen3-235b-a22b,refusal,True
4070f742361005ed,gemini-3-1-pro,refusal,True
fe6831dd1ce0c6bc,llama-4-maverick,misattribution,True
0a5c50f6f67f12e5,grok-4-3,correct,False
f6a08533b976f7e2,grok-4-20,misattribution,True
727e356aadf2daa6,qwen3-235b-a22b,hedge,True
0c412a1da18e44df,gemini-3-1-pro,hedge,True
fe383c42aa72bcc0,qwen3-235b-a22b,fabrication,False
bd2b3f28ded4d04d,deepseek-v3-0324,refusal,False
a694dc7eb360f291,gemini-3-1-pro,refusal,False
8d280ac5ef494f4d,gpt-5-4,refusal,False
367cb6a34376ef9b,llama-4-maverick,misattribution,True
2ab3b77e428e6e5f,deepseek-v3-0324,refusal,False
0c412a1da18e44df,grok-4-20,misattribution,True
7c205505baa9b814,gpt-5-5,misattribution,True
30eba369c13da567,grok-4-20,correct,False
7c2115e4ffbe9605,mistral-large-3,misattribution,True
9dd7663edf09d001,gemini-3-1-pro,hedge,True
2d78f523d3f0fed0,glm-5-2,misattribution,True
61976fbf983228f8,gpt-5-4,correct,False
6b944f7fbfd4a97b,grok-4-20,misattribution,True
e33876a43061d987,gpt-5-5,correct,False
25bb012336364457,qwen3-235b-a22b,hedge,True
09fe041638b1f229,mistral-large-3,fabrication,False
76f1d22228443e97,mistral-large-3,misattribution,True
b247deec38e0195b,qwen3-235b-a22b,correct,False
0a9329f4e8ab962e,qwen3-235b-a22b,misattribution,True
ecbc7edde60f442b,grok-4-3,refusal,False
6f447158b4fd8474,gemini-3-1-pro,hedge,True
b636b02134e48441,llama-4-maverick,fabrication,True
8d786d94ee620767,gpt-5-4,hedge,True
fcdcc4e7a7ffb478,grok-4-3,correct,False
735dfaef8151e2c1,deepseek-v3-0324,correct,False
5b7dd085b662aa96,gpt-5-4,fabrication,False
69bad069acb1e9a5,gemini-3-1-pro,hedge,True
9a9bbc5d70e5a33d,claude-opus-4-8,refusal,True
1f24de8a39c0e5f9,llama-4-maverick,correct,False
6e426e8e02420481,mistral-large-3,correct,False
c9e8489e824e600f,claude-opus-4-8,refusal,True
2479af534a034147,llama-4-maverick,correct,False
5b096410fc361da5,gpt-5-5,refusal,True
fd9ee86c41b7bbfc,llama-4-maverick,fabrication,False
984fd75e6cc32a35,grok-4-3,refusal,False
2f3fce96e1deeb93,llama-4-maverick,fabrication,True
d985008117540680,grok-4-20,correct,False
593cc9c9b8f27346,qwen3-235b-a22b,fabrication,False
aa63fb3b07647220,mistral-large-3,refusal,False
e5ea468df8707ff1,llama-4-maverick,hedge,True
1cd60333a0594272,gemini-3-1-pro,fabrication,False
72a487fa2ed45db5,glm-5-2,hedge,True
001dda5ad2e0face,llama-4-maverick,misattribution,True
ec71f0b24068b355,mistral-large-3,hedge,True
eba8ea4bb75c18c8,mistral-large-3,correct,False
d7f0979346224c49,grok-4-3,misattribution,True
4830467d9c027d50,grok-4-20,hedge,True
2024910b5703956f,glm-5-2,correct,False
22097d7ea38e23c3,llama-4-maverick,fabrication,True
b7c901f3fa4f3a16,gpt-5-4,refusal,False
d3221f61fda8a2ed,grok-4-20,fabrication,False
4bc8beb517702f4b,deepseek-v3-0324,refusal,True
55c05a5891c631f1,glm-5-2,fabrication,False
dffdd7d841363d00,grok-4-20,hedge,True
c5743b5213c9b198,gemini-3-1-pro,misattribution,True
9288e49be48c330f,llama-4-maverick,hedge,True
547e3a1ca25c2f62,glm-5-2,refusal,False
d680e2dd0590a315,gpt-5-5,refusal,True
384f920589c7a0ca,gpt-5-5,fabrication,False
61945a59d5b84037,gpt-5-4,refusal,False
f79aeb4e5721f0cb,gemini-3-1-pro,fabrication,False
d8f01696dfe877e6,gemini-3-1-pro,hedge,True
ac6af1533c0da4cb,mistral-large-3,refusal,False
84662f88babf288d,grok-4-3,misattribution,True
739ca9a510dc4a1f,grok-4-3,refusal,False
3c0394d4f2d3e882,gpt-5-4,hedge,True
16b188754469c172,gpt-5-5,refusal,True
cab9fefd6811da98,mistral-large-3,fabrication,False
bbcffda476a7845c,grok-4-3,correct,False
b39c891985eee360,gemini-3-1-pro,hedge,True
7dad4f957b3160b0,mistral-large-3,refusal,True
f31c1787bddc8664,gpt-5-5,refusal,False
c9bb2f0124f8601e,gemini-3-1-pro,hedge,True
1855bb99923a7150,claude-opus-4-8,refusal,False
ff6c0f0deef0f929,gemini-3-1-pro,correct,False
846948d2c2aef60d,gpt-5-4,refusal,True
a4542ead75e68680,mistral-large-3,correct,False
c5082c4b405bb96c,gemini-3-1-pro,misattribution,True
a24f712a465639ce,qwen3-235b-a22b,correct,False
bd2b3f28ded4d04d,claude-opus-4-8,refusal,False
e7ebe540370e33af,glm-5-2,fabrication,False
10de7f71ed9b2af5,deepseek-v3-0324,fabrication,False
acc2b28ec94b0391,gpt-5-5,refusal,False
0190e99fc7941689,deepseek-v3-0324,misattribution,True
abc41351a54f0542,gpt-5-5,correct,False
fd9478ae5905e8bc,glm-5-2,misattribution,True
b92988391f0e65d8,grok-4-20,misattribution,True
52967c0e57b904c6,glm-5-2,correct,False
b20d31feaea5224e,claude-opus-4-8,fabrication,False
ca04af3e917426bd,claude-opus-4-8,misattribution,True
b5ed2ca5970a2d2b,claude-opus-4-8,hedge,False
eca1bfcdc84c543b,glm-5-2,hedge,True
e3ee5186019b282f,gemini-3-1-pro,refusal,True
7e707a6efde89100,gpt-5-4,refusal,False
10c4b52109648b9b,mistral-large-3,hedge,True
96e6407b33a342b5,qwen3-235b-a22b,correct,False
9035a74ebdd8f8ca,gpt-5-4,hedge,True
e260c6b5e72ba0a4,claude-opus-4-8,refusal,True
efe5eef365114bdf,deepseek-v3-0324,refusal,False
31f116b539c31232,deepseek-v3-0324,correct,False
1e6dc3f543b6454a,gpt-5-5,correct,False
fc68ec6071e5a3f7,qwen3-235b-a22b,fabrication,False
725777e7728d451d,grok-4-3,fabrication,False
48bb2c0f57bbbc5c,qwen3-235b-a22b,hedge,True
c734d1eb800f7569,glm-5-2,hedge,False
7ade7a0a42066e0e,mistral-large-3,hedge,True
9c84bd75a110d36a,qwen3-235b-a22b,misattribution,True
612b88be9c638932,claude-opus-4-8,refusal,True
992af511b9fbb9a0,gemini-3-1-pro,refusal,True
a5df5a9aaf7f4660,qwen3-235b-a22b,misattribution,True
a7927ca683f3806e,gpt-5-4,correct,False
61fd6a079d67b8da,llama-4-maverick,correct,False
fb753eb03319db0f,gpt-5-5,refusal,False
43792993e0a929cc,grok-4-3,fabrication,False
d9eef4ff4825689f,llama-4-maverick,correct,False
7f25c5b0103954a4,gpt-5-5,fabrication,False
4013743c66fb946b,gpt-5-4,fabrication,False
5cf6de5cc6cdbf51,claude-opus-4-8,correct,False
db793dac341de1e4,gpt-5-5,fabrication,False
ef45c8010b5dcc1c,gpt-5-4,refusal,True
2868126503d73bdb,qwen3-235b-a22b,refusal,False
96cf3edfe5d10834,llama-4-maverick,refusal,True
6269a93de71ad1b7,gemini-3-1-pro,correct,False
64eefa140491205d,gpt-5-4,hedge,True
b394e681ab0c6af8,mistral-large-3,correct,False
e3166e4f2f97f062,deepseek-v3-0324,hedge,True
442762f06a80632e,grok-4-20,refusal,True
9911ab4f621eb0f6,gpt-5-4,fabrication,False
2211f8735e294826,grok-4-3,fabrication,False
b0696b96c4a2875f,glm-5-2,hedge,True
1e9f92c018eeca67,deepseek-v3-0324,refusal,False
0ac79e1bf99e802f,grok-4-20,correct,False
5bbbff7388601bfe,gpt-5-4,fabrication,False
7d660376a8c16da2,deepseek-v3-0324,fabrication,False
b209da35aa5fd9d8,llama-4-maverick,fabrication,False
403ad20b0d8360f9,claude-opus-4-8,refusal,True
2c9eb1bae3810170,claude-opus-4-8,misattribution,True
e645f32854cb6d20,llama-4-maverick,hedge,True
1ddae0cc7c7cd318,gpt-5-5,hedge,True
972220a4a58fda5f,grok-4-20,misattribution,True
d1765986465a9b49,gpt-5-4,correct,False
2b4cf4413a44cfa9,gemini-3-1-pro,misattribution,True
acf059e5e741c5f7,claude-opus-4-8,hedge,True
11a86efa0e9fafd5,qwen3-235b-a22b,misattribution,True
4254485c82b61ecd,qwen3-235b-a22b,fabrication,False
db6208a5a29475cd,gpt-5-4,refusal,False
f98fe941d163fe3e,mistral-large-3,refusal,False
bf5b55f40f25e241,gpt-5-5,hedge,True
3be5fbcf1b62f3ef,grok-4-3,misattribution,True
c6781019d9f44de7,gpt-5-5,refusal,False
a018a64f27bf65ac,llama-4-maverick,hedge,True
d8a17ee632954b4c,llama-4-maverick,correct,False
3cb997582f6f4a52,qwen3-235b-a22b,correct,False
74048e75fbb82c84,gemini-3-1-pro,misattribution,True
9ebb8fbcd760e88e,deepseek-v3-0324,fabrication,False
2e123fb198b058f2,mistral-large-3,misattribution,True
dbc021cf62ed6f1a,gemini-3-1-pro,hedge,True
067fe85d63e4c0bd,llama-4-maverick,hedge,True
